src,dst,true_label,ensemble_prob,ensemble_pred,source_frame,source_cellid,target_frame,target_cellid,label
62,65,1.0,0.9996071,1.0,7,8,8,2,1
62,66,1.0,0.99821013,1.0,7,8,8,3,1
62,67,1.0,0.99945587,1.0,7,8,8,4,1
62,68,1.0,0.99959964,1.0,7,8,8,6,1
62,69,1.0,0.9986394,1.0,7,8,8,7,1
62,70,1.0,0.9994742,1.0,7,8,8,8,1
62,71,1.0,0.9975579,1.0,7,8,8,10,1
63,64,1.0,0.99142045,1.0,7,10,8,1,1
63,65,1.0,0.9981684,1.0,7,10,8,2,1
63,66,1.0,0.9934366,1.0,7,10,8,3,1
63,67,1.0,0.9991383,1.0,7,10,8,4,1
63,68,1.0,0.999165,1.0,7,10,8,6,1
63,69,1.0,0.9470437,1.0,7,10,8,7,1
63,70,1.0,0.998142,1.0,7,10,8,8,1
63,71,1.0,0.9990263,1.0,7,10,8,10,1
64,72,1.0,0.9992483,1.0,8,1,9,1,1
64,73,1.0,0.9994386,1.0,8,1,9,2,1
64,74,1.0,0.98034734,1.0,8,1,9,3,1
64,75,1.0,0.999391,1.0,8,1,9,4,1
64,76,1.0,0.999543,1.0,8,1,9,6,1
64,77,1.0,0.9873083,1.0,8,1,9,7,1
64,78,1.0,0.9992849,1.0,8,1,9,8,1
64,79,1.0,0.97315305,1.0,8,1,9,10,1
65,72,1.0,0.99942,1.0,8,2,9,1,1
65,73,1.0,0.99971384,1.0,8,2,9,2,1
65,74,1.0,0.9988318,1.0,8,2,9,3,1
65,75,1.0,0.99962336,1.0,8,2,9,4,1
65,76,1.0,0.9996796,1.0,8,2,9,6,1
65,77,1.0,0.99919015,1.0,8,2,9,7,1
65,78,1.0,0.99960774,1.0,8,2,9,8,1
65,79,1.0,0.997917,1.0,8,2,9,10,1
66,72,1.0,0.99416095,1.0,8,3,9,1,1
66,73,1.0,0.9989931,1.0,8,3,9,2,1
66,74,1.0,0.9988652,1.0,8,3,9,3,1
66,75,1.0,0.999167,1.0,8,3,9,4,1
66,76,1.0,0.9992388,1.0,8,3,9,6,1
66,77,1.0,0.99491435,1.0,8,3,9,7,1
66,78,1.0,0.9988108,1.0,8,3,9,8,1
66,79,1.0,0.9746674,1.0,8,3,9,10,1
67,72,1.0,0.99915344,1.0,8,4,9,1,1
67,73,1.0,0.9992897,1.0,8,4,9,2,1
67,74,1.0,0.99934095,1.0,8,4,9,3,1
67,75,1.0,0.99982643,1.0,8,4,9,4,1
67,76,1.0,0.9998278,1.0,8,4,9,6,1
67,77,1.0,0.99944013,1.0,8,4,9,7,1
67,78,1.0,0.99931926,1.0,8,4,9,8,1
67,79,1.0,0.9991949,1.0,8,4,9,10,1
68,72,1.0,0.9992834,1.0,8,6,9,1,1
68,73,1.0,0.99900556,1.0,8,6,9,2,1
68,74,1.0,0.99932975,1.0,8,6,9,3,1
68,75,1.0,0.9998316,1.0,8,6,9,4,1
68,76,1.0,0.9998345,1.0,8,6,9,6,1
68,77,1.0,0.99946195,1.0,8,6,9,7,1
68,78,1.0,0.99914074,1.0,8,6,9,8,1
68,79,1.0,0.9990625,1.0,8,6,9,10,1
69,72,1.0,0.99638325,1.0,8,7,9,1,1
69,73,1.0,0.9991789,1.0,8,7,9,2,1
69,74,1.0,0.9427083,1.0,8,7,9,3,1
69,75,1.0,0.99914026,1.0,8,7,9,4,1
69,76,1.0,0.9992359,1.0,8,7,9,6,1
69,77,1.0,0.99895906,1.0,8,7,9,7,1
69,78,1.0,0.9989903,1.0,8,7,9,8,1
69,79,1.0,0.8322765,1.0,8,7,9,10,1
70,72,1.0,0.9992857,1.0,8,8,9,1,1
70,73,1.0,0.9996117,1.0,8,8,9,2,1
70,74,1.0,0.9987321,1.0,8,8,9,3,1
70,75,1.0,0.99954337,1.0,8,8,9,4,1
70,76,1.0,0.9996132,1.0,8,8,9,6,1
70,77,1.0,0.99902314,1.0,8,8,9,7,1
70,78,1.0,0.9994677,1.0,8,8,9,8,1
70,79,1.0,0.998081,1.0,8,8,9,10,1
71,72,1.0,0.99298984,1.0,8,10,9,1,1
71,73,1.0,0.99845344,1.0,8,10,9,2,1
71,74,1.0,0.99419355,1.0,8,10,9,3,1
71,75,1.0,0.99909574,1.0,8,10,9,4,1
71,76,1.0,0.99916244,1.0,8,10,9,6,1
71,77,1.0,0.9553452,1.0,8,10,9,7,1
71,78,1.0,0.99825627,1.0,8,10,9,8,1
71,79,1.0,0.9989974,1.0,8,10,9,10,1
72,80,1.0,0.9991444,1.0,9,1,10,1,1
72,81,1.0,0.9993132,1.0,9,1,10,2,1
72,82,1.0,0.9757597,1.0,9,1,10,3,1
72,83,1.0,0.9992636,1.0,9,1,10,4,1
72,84,1.0,0.99942255,1.0,9,1,10,6,1
72,85,1.0,0.9938212,1.0,9,1,10,7,1
72,86,1.0,0.99917173,1.0,9,1,10,8,1
72,87,1.0,0.96864223,1.0,9,1,10,10,1
73,80,1.0,0.9993587,1.0,9,2,10,1,1
73,81,1.0,0.9996307,1.0,9,2,10,2,1
73,82,1.0,0.9984874,1.0,9,2,10,3,1
73,83,1.0,0.9995195,1.0,9,2,10,4,1
73,84,1.0,0.99958533,1.0,9,2,10,6,1
73,85,1.0,0.9991355,1.0,9,2,10,7,1
73,86,1.0,0.9995385,1.0,9,2,10,8,1
73,87,1.0,0.998121,1.0,9,2,10,10,1
74,80,1.0,0.9921841,1.0,9,3,10,1,1
74,81,1.0,0.9987158,1.0,9,3,10,2,1
74,82,1.0,0.9978033,1.0,9,3,10,3,1
74,83,1.0,0.99892384,1.0,9,3,10,4,1
74,84,1.0,0.9989949,1.0,9,3,10,6,1
74,85,1.0,0.9932907,1.0,9,3,10,7,1
74,86,1.0,0.99854213,1.0,9,3,10,8,1
74,87,1.0,0.9789593,1.0,9,3,10,10,1
75,80,1.0,0.9990544,1.0,9,4,10,1,1
75,81,1.0,0.99894696,1.0,9,4,10,2,1
75,82,1.0,0.99911803,1.0,9,4,10,3,1
75,83,1.0,0.99975866,1.0,9,4,10,4,1
75,84,1.0,0.99976116,1.0,9,4,10,6,1
75,85,1.0,0.99933887,1.0,9,4,10,7,1
75,86,1.0,0.9989848,1.0,9,4,10,8,1
75,87,1.0,0.99898225,1.0,9,4,10,10,1
76,80,1.0,0.99916124,1.0,9,6,10,1,1
76,81,1.0,0.998714,1.0,9,6,10,2,1
76,82,1.0,0.999027,1.0,9,6,10,3,1
76,83,1.0,0.9997635,1.0,9,6,10,4,1
76,84,1.0,0.99976826,1.0,9,6,10,6,1
76,85,1.0,0.9993639,1.0,9,6,10,7,1
76,86,1.0,0.9987974,1.0,9,6,10,8,1
76,87,1.0,0.998835,1.0,9,6,10,10,1
77,80,1.0,0.9973114,1.0,9,7,10,1,1
77,81,1.0,0.99898577,1.0,9,7,10,2,1
77,82,1.0,0.9794461,1.0,9,7,10,3,1
77,83,1.0,0.99888486,1.0,9,7,10,4,1
77,84,1.0,0.9990218,1.0,9,7,10,6,1
77,85,1.0,0.9987683,1.0,9,7,10,7,1
77,86,1.0,0.998802,1.0,9,7,10,8,1
77,87,1.0,0.9000025,1.0,9,7,10,10,1
78,80,1.0,0.99916506,1.0,9,8,10,1,1
78,81,1.0,0.99948144,1.0,9,8,10,2,1
78,82,1.0,0.99835515,1.0,9,8,10,3,1
78,83,1.0,0.999396,1.0,9,8,10,4,1
78,84,1.0,0.99947405,1.0,9,8,10,6,1
78,85,1.0,0.9989133,1.0,9,8,10,7,1
78,86,1.0,0.9993512,1.0,9,8,10,8,1
78,87,1.0,0.9980629,1.0,9,8,10,10,1
79,80,1.0,0.9897411,1.0,9,10,10,1,1
79,81,1.0,0.99804944,1.0,9,10,10,2,1
79,82,1.0,0.96897334,1.0,9,10,10,3,1
79,83,1.0,0.9987793,1.0,9,10,10,4,1
79,84,1.0,0.99885184,1.0,9,10,10,6,1
79,85,1.0,0.9852307,1.0,9,10,10,7,1
79,86,1.0,0.9978532,1.0,9,10,10,8,1
79,87,1.0,0.9977098,1.0,9,10,10,10,1
80,88,1.0,0.99889714,1.0,10,1,11,1,1
80,89,1.0,0.9990527,1.0,10,1,11,2,1
80,90,1.0,0.9648697,1.0,10,1,11,3,1
80,91,1.0,0.99900174,1.0,10,1,11,4,1
80,92,1.0,0.9992869,1.0,10,1,11,6,1
80,93,1.0,0.9955682,1.0,10,1,11,7,1
80,94,1.0,0.9988721,1.0,10,1,11,8,1
80,95,1.0,0.94955176,1.0,10,1,11,10,1
81,88,1.0,0.9991214,1.0,10,2,11,1,1
81,89,1.0,0.99950933,1.0,10,2,11,2,1
81,90,1.0,0.99822265,1.0,10,2,11,3,1
81,91,1.0,0.99928665,1.0,10,2,11,4,1
81,92,1.0,0.999453,1.0,10,2,11,6,1
81,93,1.0,0.9989628,1.0,10,2,11,7,1
81,94,1.0,0.99936986,1.0,10,2,11,8,1
81,95,1.0,0.99736685,1.0,10,2,11,10,1
82,88,1.0,0.9904569,1.0,10,3,11,1,1
82,89,1.0,0.996998,1.0,10,3,11,2,1
82,90,1.0,0.9983657,1.0,10,3,11,3,1
82,91,1.0,0.9985611,1.0,10,3,11,4,1
82,92,1.0,0.99862474,1.0,10,3,11,6,1
82,93,1.0,0.9924422,1.0,10,3,11,7,1
82,94,1.0,0.9968555,1.0,10,3,11,8,1
82,95,1.0,0.93075585,1.0,10,3,11,10,1
83,88,1.0,0.99868566,1.0,10,4,11,1,1
83,89,1.0,0.9973826,1.0,10,4,11,2,1
83,90,1.0,0.998684,1.0,10,4,11,3,1
83,91,1.0,0.99966353,1.0,10,4,11,4,1
83,92,1.0,0.999667,1.0,10,4,11,6,1
83,93,1.0,0.9991243,1.0,10,4,11,7,1
83,94,1.0,0.99749047,1.0,10,4,11,8,1
83,95,1.0,0.9981115,1.0,10,4,11,10,1
84,88,1.0,0.9987561,1.0,10,6,11,1,1
84,89,1.0,0.99677116,1.0,10,6,11,2,1
84,90,1.0,0.9984892,1.0,10,6,11,3,1
84,91,1.0,0.99966925,1.0,10,6,11,4,1
84,92,1.0,0.999675,1.0,10,6,11,6,1
84,93,1.0,0.9991291,1.0,10,6,11,7,1
84,94,1.0,0.99694854,1.0,10,6,11,8,1
84,95,1.0,0.99770814,1.0,10,6,11,10,1
85,88,1.0,0.9983855,1.0,10,7,11,1,1
85,89,1.0,0.9987127,1.0,10,7,11,2,1
85,90,1.0,0.9794066,1.0,10,7,11,3,1
85,91,1.0,0.99860144,1.0,10,7,11,4,1
85,92,1.0,0.99888533,1.0,10,7,11,6,1
85,93,1.0,0.9987286,1.0,10,7,11,7,1
85,94,1.0,0.9984901,1.0,10,7,11,8,1
85,95,1.0,0.9682118,1.0,10,7,11,10,1
86,88,1.0,0.99892586,1.0,10,8,11,1,1
86,89,1.0,0.99937814,1.0,10,8,11,2,1
86,90,1.0,0.9980738,1.0,10,8,11,3,1
86,91,1.0,0.9991762,1.0,10,8,11,4,1
86,92,1.0,0.99935037,1.0,10,8,11,6,1
86,93,1.0,0.99876803,1.0,10,8,11,7,1
86,94,1.0,0.9992013,1.0,10,8,11,8,1
86,95,1.0,0.9972441,1.0,10,8,11,10,1
87,88,1.0,0.9854,1.0,10,10,11,1,1
87,89,1.0,0.99584097,1.0,10,10,11,2,1
87,90,1.0,0.9698413,1.0,10,10,11,3,1
87,91,1.0,0.99842143,1.0,10,10,11,4,1
87,92,1.0,0.99850225,1.0,10,10,11,6,1
87,93,1.0,0.9805104,1.0,10,10,11,7,1
87,94,1.0,0.9956215,1.0,10,10,11,8,1
87,95,1.0,0.99836284,1.0,10,10,11,10,1
88,96,1.0,0.998775,1.0,11,1,12,1,1
88,97,1.0,0.99899024,1.0,11,1,12,2,1
88,98,1.0,0.96282023,1.0,11,1,12,3,1
88,99,1.0,0.9991412,1.0,11,1,12,4,1
88,100,1.0,0.99930304,1.0,11,1,12,6,1
88,101,1.0,0.99660033,1.0,11,1,12,7,1
88,102,1.0,0.9987912,1.0,11,1,12,8,1
88,103,1.0,0.950068,1.0,11,1,12,10,1
89,96,1.0,0.99909496,1.0,11,2,12,1,1
89,97,1.0,0.99951315,1.0,11,2,12,2,1
89,98,1.0,0.9974334,1.0,11,2,12,3,1
89,99,1.0,0.99946785,1.0,11,2,12,4,1
89,100,1.0,0.999506,1.0,11,2,12,6,1
89,101,1.0,0.998627,1.0,11,2,12,7,1
89,102,1.0,0.9993865,1.0,11,2,12,8,1
89,103,1.0,0.9963991,1.0,11,2,12,10,1
90,96,1.0,0.99386674,1.0,11,3,12,1,1
90,97,1.0,0.9974714,1.0,11,3,12,2,1
90,98,1.0,0.9982416,1.0,11,3,12,3,1
90,99,1.0,0.9988373,1.0,11,3,12,4,1
90,100,1.0,0.9988702,1.0,11,3,12,6,1
90,101,1.0,0.9957282,1.0,11,3,12,7,1
90,102,1.0,0.99728495,1.0,11,3,12,8,1
90,103,1.0,0.7946566,1.0,11,3,12,10,1
91,96,1.0,0.99860734,1.0,11,4,12,1,1
91,97,1.0,0.997941,1.0,11,4,12,2,1
91,98,1.0,0.9986635,1.0,11,4,12,3,1
91,99,1.0,0.99968195,1.0,11,4,12,4,1
91,100,1.0,0.99969083,1.0,11,4,12,6,1
91,101,1.0,0.9991012,1.0,11,4,12,7,1
91,102,1.0,0.997958,1.0,11,4,12,8,1
91,103,1.0,0.9982605,1.0,11,4,12,10,1
92,96,1.0,0.9987259,1.0,11,6,12,1,1
92,97,1.0,0.99776536,1.0,11,6,12,2,1
92,98,1.0,0.9984798,1.0,11,6,12,3,1
92,99,1.0,0.99968797,1.0,11,6,12,4,1
92,100,1.0,0.99970365,1.0,11,6,12,6,1
92,101,1.0,0.9991123,1.0,11,6,12,7,1
92,102,1.0,0.9978016,1.0,11,6,12,8,1
92,103,1.0,0.9979065,1.0,11,6,12,10,1
93,96,1.0,0.9985102,1.0,11,7,12,1,1
93,97,1.0,0.99881023,1.0,11,7,12,2,1
93,98,1.0,0.9819539,1.0,11,7,12,3,1
93,99,1.0,0.99900794,1.0,11,7,12,4,1
93,100,1.0,0.9991341,1.0,11,7,12,6,1
93,101,1.0,0.9987092,1.0,11,7,12,7,1
93,102,1.0,0.9985885,1.0,11,7,12,8,1
93,103,1.0,0.97253245,1.0,11,7,12,10,1
94,96,1.0,0.9988682,1.0,11,8,12,1,1
94,97,1.0,0.9993647,1.0,11,8,12,2,1
94,98,1.0,0.9972604,1.0,11,8,12,3,1
94,99,1.0,0.999341,1.0,11,8,12,4,1
94,100,1.0,0.9993899,1.0,11,8,12,6,1
94,101,1.0,0.99840474,1.0,11,8,12,7,1
94,102,1.0,0.99919707,1.0,11,8,12,8,1
94,103,1.0,0.9963061,1.0,11,8,12,10,1
95,96,1.0,0.9890318,1.0,11,10,12,1,1
95,97,1.0,0.99551487,1.0,11,10,12,2,1
95,98,1.0,0.9807136,1.0,11,10,12,3,1
95,99,1.0,0.9984408,1.0,11,10,12,4,1
95,100,1.0,0.9984862,1.0,11,10,12,6,1
95,101,1.0,0.9856593,1.0,11,10,12,7,1
95,102,1.0,0.99522084,1.0,11,10,12,8,1
95,103,1.0,0.9983022,1.0,11,10,12,10,1
96,104,1.0,0.9987778,1.0,12,1,13,1,1
96,105,1.0,0.998971,1.0,12,1,13,2,1
96,106,1.0,0.97387934,1.0,12,1,13,3,1
96,107,1.0,0.9990907,1.0,12,1,13,4,1
96,108,1.0,0.9992812,1.0,12,1,13,6,1
96,109,1.0,0.9928978,1.0,12,1,13,7,1
96,110,1.0,0.99874926,1.0,12,1,13,8,1
96,111,1.0,0.959943,1.0,12,1,13,10,1
97,104,1.0,0.9991849,1.0,12,2,13,1,1
97,105,1.0,0.99943274,1.0,12,2,13,2,1
97,106,1.0,0.9977246,1.0,12,2,13,3,1
97,107,1.0,0.9994734,1.0,12,2,13,4,1
97,108,1.0,0.9995661,1.0,12,2,13,6,1
97,109,1.0,0.9987395,1.0,12,2,13,7,1
97,110,1.0,0.999305,1.0,12,2,13,8,1
97,111,1.0,0.99602765,1.0,12,2,13,10,1
98,104,1.0,0.99422693,1.0,12,3,13,1,1
98,105,1.0,0.9980709,1.0,12,3,13,2,1
98,106,1.0,0.99842435,1.0,12,3,13,3,1
98,107,1.0,0.9987734,1.0,12,3,13,4,1
98,108,1.0,0.9988665,1.0,12,3,13,6,1
98,109,1.0,0.9947111,1.0,12,3,13,7,1
98,110,1.0,0.9978254,1.0,12,3,13,8,1
98,111,1.0,0.82562166,1.0,12,3,13,10,1
99,104,1.0,0.99904424,1.0,12,4,13,1,1
99,105,1.0,0.99918747,1.0,12,4,13,2,1
99,106,1.0,0.9989073,1.0,12,4,13,3,1
99,107,1.0,0.9996431,1.0,12,4,13,4,1
99,108,1.0,0.99967694,1.0,12,4,13,6,1
99,109,1.0,0.9992358,1.0,12,4,13,7,1
99,110,1.0,0.9990897,1.0,12,4,13,8,1
99,111,1.0,0.99823934,1.0,12,4,13,10,1
100,104,1.0,0.9991145,1.0,12,6,13,1,1
100,105,1.0,0.9991992,1.0,12,6,13,2,1
100,106,1.0,0.9987635,1.0,12,6,13,3,1
100,107,1.0,0.9996694,1.0,12,6,13,4,1
100,108,1.0,0.99970263,1.0,12,6,13,6,1
100,109,1.0,0.9992373,1.0,12,6,13,7,1
100,110,1.0,0.99911064,1.0,12,6,13,8,1
100,111,1.0,0.9978759,1.0,12,6,13,10,1
101,104,1.0,0.9985771,1.0,12,7,13,1,1
101,105,1.0,0.9987857,1.0,12,7,13,2,1
101,106,1.0,0.9888939,1.0,12,7,13,3,1
101,107,1.0,0.9988942,1.0,12,7,13,4,1
101,108,1.0,0.9990627,1.0,12,7,13,6,1
101,109,1.0,0.9986765,1.0,12,7,13,7,1
101,110,1.0,0.99854565,1.0,12,7,13,8,1
101,111,1.0,0.9788787,1.0,12,7,13,10,1
102,104,1.0,0.9989686,1.0,12,8,13,1,1
102,105,1.0,0.9992582,1.0,12,8,13,2,1
102,106,1.0,0.9975504,1.0,12,8,13,3,1
102,107,1.0,0.9993408,1.0,12,8,13,4,1
102,108,1.0,0.99944645,1.0,12,8,13,6,1
102,109,1.0,0.99852395,1.0,12,8,13,7,1
102,110,1.0,0.9990876,1.0,12,8,13,8,1
102,111,1.0,0.99586993,1.0,12,8,13,10,1
103,104,1.0,0.99178416,1.0,12,10,13,1,1
103,105,1.0,0.99724704,1.0,12,10,13,2,1
103,106,1.0,0.98642653,1.0,12,10,13,3,1
103,107,1.0,0.9987256,1.0,12,10,13,4,1
103,108,1.0,0.9988069,1.0,12,10,13,6,1
103,109,1.0,0.98237294,1.0,12,10,13,7,1
103,110,1.0,0.9969992,1.0,12,10,13,8,1
103,111,1.0,0.99846506,1.0,12,10,13,10,1
104,112,1.0,0.9986605,1.0,13,1,14,1,1
104,113,1.0,0.99888444,1.0,13,1,14,2,1
104,114,1.0,0.9717066,1.0,13,1,14,3,1
104,115,1.0,0.9990957,1.0,13,1,14,4,1
104,116,1.0,0.9991905,1.0,13,1,14,6,1
104,117,1.0,0.997863,1.0,13,1,14,7,1
104,118,1.0,0.9986065,1.0,13,1,14,8,1
104,119,1.0,0.9562418,1.0,13,1,14,10,1
105,112,1.0,0.9988633,1.0,13,2,14,1,1
105,113,1.0,0.99919575,1.0,13,2,14,2,1
105,114,1.0,0.9966374,1.0,13,2,14,3,1
105,115,1.0,0.9993326,1.0,13,2,14,4,1
105,116,1.0,0.9993839,1.0,13,2,14,6,1
105,117,1.0,0.99874806,1.0,13,2,14,7,1
105,118,1.0,0.99898,1.0,13,2,14,8,1
105,119,1.0,0.9948725,1.0,13,2,14,10,1
106,112,1.0,0.99245834,1.0,13,3,14,1,1
106,113,1.0,0.9967563,1.0,13,3,14,2,1
106,114,1.0,0.99756986,1.0,13,3,14,3,1
106,115,1.0,0.9986144,1.0,13,3,14,4,1
106,116,1.0,0.99854046,1.0,13,3,14,6,1
106,117,1.0,0.9899915,1.0,13,3,14,7,1
106,118,1.0,0.9964406,1.0,13,3,14,8,1
106,119,1.0,0.9456682,1.0,13,3,14,10,1
107,112,1.0,0.9988508,1.0,13,4,14,1,1
107,113,1.0,0.9990382,1.0,13,4,14,2,1
107,114,1.0,0.99833393,1.0,13,4,14,3,1
107,115,1.0,0.9995623,1.0,13,4,14,4,1
107,116,1.0,0.99956805,1.0,13,4,14,6,1
107,117,1.0,0.9991862,1.0,13,4,14,7,1
107,118,1.0,0.99888945,1.0,13,4,14,8,1
107,119,1.0,0.99745727,1.0,13,4,14,10,1
108,112,1.0,0.9989535,1.0,13,6,14,1,1
108,113,1.0,0.99914664,1.0,13,6,14,2,1
108,114,1.0,0.9982827,1.0,13,6,14,3,1
108,115,1.0,0.99962085,1.0,13,6,14,4,1
108,116,1.0,0.9996285,1.0,13,6,14,6,1
108,117,1.0,0.99925303,1.0,13,6,14,7,1
108,118,1.0,0.9990175,1.0,13,6,14,8,1
108,119,1.0,0.99723464,1.0,13,6,14,10,1
109,112,1.0,0.99832004,1.0,13,7,14,1,1
109,113,1.0,0.9985635,1.0,13,7,14,2,1
109,114,1.0,0.97344923,1.0,13,7,14,3,1
109,115,1.0,0.998761,1.0,13,7,14,4,1
109,116,1.0,0.99879247,1.0,13,7,14,6,1
109,117,1.0,0.99852365,1.0,13,7,14,7,1
109,118,1.0,0.99825305,1.0,13,7,14,8,1
109,119,1.0,0.95864457,1.0,13,7,14,10,1
110,112,1.0,0.99860597,1.0,13,8,14,1,1
110,113,1.0,0.9989905,1.0,13,8,14,2,1
110,114,1.0,0.99631685,1.0,13,8,14,3,1
110,115,1.0,0.99917406,1.0,13,8,14,4,1
110,116,1.0,0.99923044,1.0,13,8,14,6,1
110,117,1.0,0.9984973,1.0,13,8,14,7,1
110,118,1.0,0.9987195,1.0,13,8,14,8,1
110,119,1.0,0.99467546,1.0,13,8,14,10,1
111,112,1.0,0.9871111,1.0,13,10,14,1,1
111,113,1.0,0.99460775,1.0,13,10,14,2,1
111,114,1.0,0.9329109,1.0,13,10,14,3,1
111,115,1.0,0.99811083,1.0,13,10,14,4,1
111,116,1.0,0.99799985,1.0,13,10,14,6,1
111,117,1.0,0.97719693,1.0,13,10,14,7,1
111,118,1.0,0.9941761,1.0,13,10,14,8,1
111,119,1.0,0.99586415,1.0,13,10,14,10,1
112,120,1.0,0.9985175,1.0,14,1,15,1,1
112,121,1.0,0.99857205,1.0,14,1,15,2,1
112,122,1.0,0.99846697,1.0,14,1,15,4,1
112,123,1.0,0.99897027,1.0,14,1,15,6,1
112,124,1.0,0.99715996,1.0,14,1,15,7,1
112,125,1.0,0.99826145,1.0,14,1,15,8,1
112,126,1.0,0.9278846,1.0,14,1,15,10,1
112,127,0.0,0.9496762,1.0,14,1,15,11,0
112,128,0.0,0.9631155,1.0,14,1,15,12,0
113,120,1.0,0.9988124,1.0,14,2,15,1,1
113,121,1.0,0.9990768,1.0,14,2,15,2,1
113,122,1.0,0.99904877,1.0,14,2,15,4,1
113,123,1.0,0.99917173,1.0,14,2,15,6,1
113,124,1.0,0.9982316,1.0,14,2,15,7,1
113,125,1.0,0.9988467,1.0,14,2,15,8,1
113,126,1.0,0.9895441,1.0,14,2,15,10,1
113,127,0.0,0.9922829,1.0,14,2,15,11,0
113,128,0.0,0.9940483,1.0,14,2,15,12,0
114,120,1.0,0.9892749,1.0,14,3,15,1,1
114,121,1.0,0.99429417,1.0,14,3,15,2,1
114,122,1.0,0.9971072,1.0,14,3,15,4,1
114,123,1.0,0.9972024,1.0,14,3,15,6,1
114,124,1.0,0.9867651,1.0,14,3,15,7,1
114,125,1.0,0.9938078,1.0,14,3,15,8,1
114,126,1.0,0.7854685,1.0,14,3,15,10,1
114,127,0.0,0.9964597,1.0,14,3,15,11,0
114,128,0.0,0.9969985,1.0,14,3,15,12,0
115,120,1.0,0.99873465,1.0,14,4,15,1,1
115,121,1.0,0.9990704,1.0,14,4,15,2,1
115,122,1.0,0.99950224,1.0,14,4,15,4,1
115,123,1.0,0.9995524,1.0,14,4,15,6,1
115,124,1.0,0.9989715,1.0,14,4,15,7,1
115,125,1.0,0.9989021,1.0,14,4,15,8,1
115,126,1.0,0.9970314,1.0,14,4,15,10,1
115,127,0.0,0.9977885,1.0,14,4,15,11,0
115,128,0.0,0.9982789,1.0,14,4,15,12,0
116,120,1.0,0.99870783,1.0,14,6,15,1,1
116,121,1.0,0.9991083,1.0,14,6,15,2,1
116,122,1.0,0.9995243,1.0,14,6,15,4,1
116,123,1.0,0.9995782,1.0,14,6,15,6,1
116,124,1.0,0.99891585,1.0,14,6,15,7,1
116,125,1.0,0.99894696,1.0,14,6,15,8,1
116,126,1.0,0.9962206,1.0,14,6,15,10,1
116,127,0.0,0.99732065,1.0,14,6,15,11,0
116,128,0.0,0.9979785,1.0,14,6,15,12,0
117,120,1.0,0.99822515,1.0,14,7,15,1,1
117,121,1.0,0.99820566,1.0,14,7,15,2,1
117,122,1.0,0.99853975,1.0,14,7,15,4,1
117,123,1.0,0.9987316,1.0,14,7,15,6,1
117,124,1.0,0.9982166,1.0,14,7,15,7,1
117,125,1.0,0.99785787,1.0,14,7,15,8,1
117,126,1.0,0.9476064,1.0,14,7,15,10,1
117,127,0.0,0.9613045,1.0,14,7,15,11,0
117,128,0.0,0.9736387,1.0,14,7,15,12,0
118,120,1.0,0.99849635,1.0,14,8,15,1,1
118,121,1.0,0.9988084,1.0,14,8,15,2,1
118,122,1.0,0.9988497,1.0,14,8,15,4,1
118,123,1.0,0.9989945,1.0,14,8,15,6,1
118,124,1.0,0.9978959,1.0,14,8,15,7,1
118,125,1.0,0.99850917,1.0,14,8,15,8,1
118,126,1.0,0.9890132,1.0,14,8,15,10,1
118,127,0.0,0.9919574,1.0,14,8,15,11,0
118,128,0.0,0.99361086,1.0,14,8,15,12,0
119,120,1.0,0.9808097,1.0,14,10,15,1,1
119,121,1.0,0.98991686,1.0,14,10,15,2,1
119,122,1.0,0.99620134,1.0,14,10,15,4,1
119,123,1.0,0.9963124,1.0,14,10,15,6,1
119,124,1.0,0.95662946,1.0,14,10,15,7,1
119,125,1.0,0.9893114,1.0,14,10,15,8,1
119,126,1.0,0.9970085,1.0,14,10,15,10,1
119,127,0.0,0.9728504,1.0,14,10,15,11,0
119,128,0.0,0.8711977,1.0,14,10,15,12,0
120,129,1.0,0.99816865,1.0,15,1,16,1,1
120,130,1.0,0.9975608,1.0,15,1,16,2,1
120,131,1.0,0.99463207,1.0,15,1,16,4,1
120,132,1.0,0.9963744,1.0,15,1,16,6,1
120,133,1.0,0.99361086,1.0,15,1,16,7,1
120,134,1.0,0.9971619,1.0,15,1,16,8,1
120,135,1.0,0.9091318,1.0,15,1,16,10,1
120,136,0.0,0.928114,1.0,15,1,16,11,0
120,137,0.0,0.92486244,1.0,15,1,16,12,0
121,129,1.0,0.9982932,1.0,15,2,16,1,1
121,130,1.0,0.99850494,1.0,15,2,16,2,1
121,131,1.0,0.9968198,1.0,15,2,16,4,1
121,132,1.0,0.99788254,1.0,15,2,16,6,1
121,133,1.0,0.99517566,1.0,15,2,16,7,1
121,134,1.0,0.9981784,1.0,15,2,16,8,1
121,135,1.0,0.9769369,1.0,15,2,16,10,1
121,136,0.0,0.9830641,1.0,15,2,16,11,0
121,137,0.0,0.9843901,1.0,15,2,16,12,0
122,129,1.0,0.99745363,1.0,15,4,16,1,1
122,130,1.0,0.995028,1.0,15,4,16,2,1
122,131,1.0,0.9993227,1.0,15,4,16,4,1
122,132,1.0,0.9993386,1.0,15,4,16,6,1
122,133,1.0,0.9973553,1.0,15,4,16,7,1
122,134,1.0,0.9948574,1.0,15,4,16,8,1
122,135,1.0,0.98283005,1.0,15,4,16,10,1
122,136,0.0,0.98823696,1.0,15,4,16,11,0
122,137,0.0,0.9903386,1.0,15,4,16,12,0
123,129,1.0,0.9974208,1.0,15,6,16,1,1
